base_capture_points	base_defense_points	base_xp	battles	big_image	class	damage	damage_blocked	damage_received	direct_hits	distance_traveled	frags	hit_rate	image	isPrem	life_time	name	nation	pen_rate	penetrations	player_winrate	player_wn8	potential_damage_received	shots_fired	sniper_damage	spots	spotting_assist	survival	tank_id	tier	tracking_assist	winrate	winrate_differential	wn8	wnx
0.97	0.19	460	35333	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/japan-J19_Tiger_I_Jpn.png	HT	862	300	1008	5.9	1015	0.73	70.05	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J19_Tiger_I_Jpn.png	True	255	HT No. VI	Japan	71.49	4.22	49.52	1212	1288	8.42	136	0.87	185	23.37	52321	6	33	50.71	1.19	1405	1351
0.88	0.54	285	35045	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/china-Ch09_M5.png	LT	430	39	473	8.54	1425	0.77	64.07	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch09_M5.png	False	214	M5A1 Stuart	China	75.9	6.48	48.7	1277	502	13.33	72	2.17	210	21.37	3121	4	13	51.33	2.63	1642	1520
0.56	0.25	450	34964	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/china-Ch16_WZ_131.png	LT	634	36	918	4.23	1530	0.58	68.59	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch16_WZ_131.png	False	231	WZ-131	China	78.58	3.32	50.24	1311	935	6.17	149	2.24	550	17.52	3377	7	23	48.67	-1.57	1286	1141
0.99	0.41	272	34387	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/italy-It28_Semovente_M41_Da_75_18.png	TD	487	16	415	6.38	1008	0.68	56.19	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/italy-It28_Semovente_M41_Da_75_18.png	False	278	SMV M41	Italy	73.19	4.67	48.47	969	431	11.35	210	0.5	116	26.23	5793	5	22	48.7	0.23	959	1040
0.73	0.13	553	34198	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A167_TS_6.png	HT	1669	996	1718	6.15	1162	0.71	76.64	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A167_TS_6.png	True	293	TS-6	USA	63.54	3.91	50.33	1450	2736	8.03	220	0.79	294	26.94	49953	9	49	49.9	-0.43	1394	1370
1.05	0.56	335	34125	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A22_M5_Stuart.png	LT	523	41	466	15.2	1439	0.9	66.21	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A22_M5_Stuart.png	False	222	M5 Stuart	USA	70.14	10.66	51.79	1408	495	22.96	81	2.14	206	24.64	5153	4	16	52.84	1.05	2426	2028
0.71	0.32	551	34045	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A146_TL_7_120.png	TD	1600	245	1236	6.46	1357	0.92	73.32	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A146_TL_7_120.png	True	321	TL-7	USA	74.48	4.81	50.24	1374	1510	8.81	570	0.63	301	31.21	34337	9	54	50.52	0.28	1425	1391
1.2	0.23	297	33970	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/italy-It11_P43.png	MT	451	198	580	6.01	1096	0.6	60.67	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/italy-It11_P43.png	False	254	P.43	Italy	71.17	4.28	48.03	932	765	9.9	91	0.78	158	23.23	1441	5	22	49.25	1.22	1109	975
1.48	0.25	246	33466	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F14_AMX40.png	LT	373	334	351	6.31	886	0.59	62.95	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F14_AMX40.png	False	230	AMX 40	France	68.03	4.29	47.15	894	696	10.02	42	0.78	115	23.66	2881	4	17	48.85	1.7	1660	1013
0.87	0.15	552	33465	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/sweden-S32_Bofors_Tornvagn.png	HT	1416	825	1459	5.64	1131	0.72	75.96	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/sweden-S32_Bofors_Tornvagn.png	True	294	Tornvagn	Sweden	67.79	3.82	50.22	1362	2265	7.42	168	0.84	275	28.59	54657	8	38	51.73	1.51	1561	1454
0.51	0.16	550	33448	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/china-Ch22_113.png	HT	1833	1037	2205	6.97	1312	0.64	77	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch22_113.png	False	275	113	China	62.97	4.39	50.94	1496	3220	9.05	214	1.22	388	23.4	5425	10	60	48.9	-2.04	1409	1282
0.78	0.18	583	33416	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB115_Gonsalo.png	HT	1454	487	1386	4.95	1295	0.82	70.03	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB115_Gonsalo.png	True	288	Gonsalo	UK	59.53	2.94	50.5	1434	1898	7.06	227	0.99	270	27.2	60753	8	45	52.13	1.63	1503	1543
0.96	0.28	463	33405	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/china-Ch04_T34_1.png	MT	871	206	1084	5.48	1415	0.74	66.5	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch04_T34_1.png	False	283	T-34-1	China	74.21	4.07	48.88	1153	1257	8.25	182	1.01	316	26.87	1073	7	32	50.42	1.54	1270	1272
0.52	0.19	454	33008	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz13_T_27.png	MT	1055	133	1219	6.14	1404	0.67	69.76	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/czech-Cz13_T_27.png	True	272	Škoda T 27	Czech	75.07	4.61	49.64	1291	1401	8.81	333	0.9	321	21.38	51825	8	42	45.76	-3.88	1200	1066
0.67	0.16	642	32834	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz14_Skoda_T-56_WT24_3Dst.png	HT	1872	631	1427	6.13	1264	1.06	79.48	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/czech-Cz14_Skoda_T-56_WT24_3Dst.png	True	285	Projekt ION	Czech	73.05	4.48	52.29	1723	2082	7.71	226	1.04	265	28.92	7025	8	48	55.25	2.96	1805	2028
0.78	0.26	426	32781	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/poland-Pl03_PzV_Poland.png	MT	716	220	844	7.2	1201	0.72	63.87	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/poland-Pl03_PzV_Poland.png	True	254	Pudel	Poland	75.73	5.45	48.59	1108	1055	11.28	208	0.97	221	22.58	145	6	26	49.53	0.94	1195	1141
0.53	0.18	530	32718	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A132_T77.png	HT	1418	335	1370	5.83	1248	0.8	77.23	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A132_T77.png	True	272	T77	USA	72.88	4.25	50.65	1464	1762	7.55	234	0.93	211	24.17	51233	8	42	51.33	0.68	1525	1444
0.94	0.27	456	31783	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R59_A44.png	MT	946	298	1051	5.61	1371	0.82	66.66	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R59_A44.png	False	274	A-44	USSR	72.73	4.08	48.42	1043	1326	8.42	205	1.06	272	25.68	12545	7	30	49.62	1.2	1440	1392
0.4	0.2	439	31181	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/china-Ch42_WalkerBulldog_M41D.png	LT	611	8	1040	4.65	1483	0.45	69.6	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch42_WalkerBulldog_M41D.png	True	210	M41D	China	75.45	3.51	49.99	1460	1045	6.68	173	2.89	816	13.52	62001	8	16	47.71	-2.28	1002	1191
1	0.14	447	31007	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/china-Ch10_IS2.png	HT	893	352	1244	4.21	1106	0.64	67.81	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch10_IS2.png	False	268	IS-2	China	66.68	2.81	48.8	1130	1609	6.21	91	0.86	205	23.15	3633	7	30	49.04	0.24	1054	1031
0.94	0.32	210	30625	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/sweden-S19_Sav_M43.png	TD	377	28	363	3.82	917	0.66	53.73	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/sweden-S19_Sav_M43.png	False	256	Sav m/43	Sweden	69.59	2.66	47.68	876	400	7.1	123	0.41	64	25.34	3201	4	21	48.11	0.43	972	994
0.83	0.18	253	30254	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/poland-Pl33_SDP_Wz_40.png	TD	510	108	429	3.41	915	0.64	56.93	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/poland-Pl33_SDP_Wz_40.png	False	264	Zadymka	Poland	77.82	2.66	48.38	1011	545	5.99	222	0.3	62	23.23	6801	5	21	48.49	0.11	931	902
0.75	0.12	417	29200	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R191_Object_283.png	MT	900	662	1462	4.37	1220	0.45	65.43	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R191_Object_283.png	True	269	Obj. 283	USSR	60.86	2.66	48.23	982	2166	6.68	198	0.8	318	19.17	34817	9	38	43.85	-4.38	671	594
0.87	0.09	492	29122	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G141_VK7501K.png	HT	1087	868	1522	3.94	1040	0.54	72.13	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G141_VK7501K.png	True	277	VK 75.01 K	Germany	61.68	2.43	49.05	1185	2449	5.46	139	0.73	237	23.12	56081	8	30	47.9	-1.15	1091	990
0.81	0.17	540	28989	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G142_M48RPz.png	MT	1199	759	1365	6.62	1280	0.73	68.75	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G142_M48RPz.png	True	279	M48 RPz	Germany	68.44	4.53	49.82	1286	2158	9.63	259	0.89	312	25.39	46609	8	51	50.88	1.06	1378	1223
0.92	0.21	485	28867	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A151_TS_60.png	TD	1356	629	1597	5.73	1101	0.68	67.03	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A151_TS_60.png	True	323	TS-60	USA	63.83	3.66	48.92	1187	2230	8.55	469	0.53	273	30.34	33569	9	51	48.72	-0.2	1077	1056
0.37	0.24	592	28735	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB84_Chieftain_Mk6.png	HT	2271	681	2116	9.04	1309	0.84	77.92	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB84_Chieftain_Mk6.png	True	288	Chieftain	UK	65.42	5.92	52.83	1812	2743	11.61	417	0.92	371	27.09	15185	10	91	50.95	-1.88	1704	1731
0.76	0.3	336	28720	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB60_Covenanter.png	LT	444	19	550	10.74	1402	0.65	59.47	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB60_Covenanter.png	False	218	Covenanter	UK	69.73	7.49	49.16	1186	542	18.05	50	2.14	315	17.84	6481	5	14	50.25	1.09	1559	1186
1.06	0.07	554	28212	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R192_K_2.png	HT	1277	1826	1565	5.59	1116	0.66	74.72	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R192_K_2.png	True	279	K-2	USSR	62.79	3.51	52.26	1618	3423	7.48	103	0.95	326	26.4	34561	8	36	52.73	0.47	1365	1370
0.62	0.18	565	27993	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB110_FV4201_Chieftain_Prototype.png	HT	1654	859	1691	6.57	1256	0.7	74.52	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB110_FV4201_Chieftain_Prototype.png	True	286	Chieftain P.	UK	66.6	4.37	50.92	1558	2543	8.81	240	1.13	353	25.37	51793	9	55	50.28	-0.64	1554	1458
0.9	0.28	204	27785	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F32_Somua_Sau_40.png	TD	369	40	371	3.75	770	0.63	54.86	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F32_Somua_Sau_40.png	False	241	SAu 40	France	70.06	2.63	47.95	915	421	6.84	139	0.37	59	22.78	9793	4	20	48.08	0.13	912	936
0.99	0.17	483	27497	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R152_KV2_W.png	HT	991	250	845	2.96	1000	1.08	64.1	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R152_KV2_W.png	True	282	KV-2 (R)	USSR	51.7	1.53	50.56	1411	1078	4.62	139	0.66	148	30.15	64769	6	30	52.63	2.07	1635	1612
0.95	0.09	506	27332	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz35_T56_G.png	HT	1383	990	1750	4.72	1142	0.6	74.87	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/czech-Cz35_T56_G.png	True	285	TT-130M	Czech	64	3.02	49.38	1271	2755	6.31	169	0.94	298	24.2	60785	9	42	48.36	-1.02	1172	1138
0.72	0.18	524	27023	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G169_T_54D.png	MT	1438	930	1414	5.6	1342	0.71	71.28	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G169_T_54D.png	True	289	T 54D	Germany	70.37	3.94	50.15	1389	2359	7.85	335	0.92	406	26.24	27153	9	50	50.38	0.23	1303	1199
0.62	0.17	510	26970	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB94_Centurion_Mk5-1_RAAC.png	MT	1015	664	1253	6.56	1356	0.59	67.56	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB94_Centurion_Mk5-1_RAAC.png	True	278	Centurion 5/1	UK	69.67	4.57	49.42	1241	1949	9.71	257	1.08	386	24	56913	8	41	50.25	0.83	1223	1042
0.37	0.27	516	26944	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G166_LKpz_70_K.png	LT	979	28	1056	5.14	1506	0.67	73	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G166_LKpz_70_K.png	True	240	LKpz 70 (K)	Germany	74.38	3.82	53.03	1862	1067	7.04	273	2.49	826	19.23	26129	8	44	51.39	-1.64	1666	1834
0.68	0.35	505	26855	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/sweden-S33_Latt_Stridsfordon_120.png	TD	1730	109	1120	5.95	1162	0.87	66.62	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/sweden-S33_Latt_Stridsfordon_120.png	True	354	Lätt Strf 120	Sweden	75	4.46	51.35	1556	1198	8.93	1029	0.38	251	38.17	51329	9	62	50.96	-0.39	1442	1416
1.12	0.66	221	26753	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A03_M3_Stuart.png	LT	339	68	397	11.29	1187	0.67	65.81	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A03_M3_Stuart.png	False	198	M3 Stuart	USA	75.28	8.5	47.82	990	456	17.16	39	1.48	81	21.81	289	3	10	50.19	2.37	1446	1464
0.77	0.12	527	26701	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/china-Ch59_BZ58_2.png	HT	1532	717	1785	5.01	1189	0.69	74.75	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch59_BZ58_2.png	True	294	BZ-58-2	China	64.19	3.21	49.19	1248	2501	6.7	220	0.81	289	26.77	10289	9	46	50.13	0.94	1249	1256
0.96	0.3	371	26258	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/japan-J10_Chi_To.png	MT	639	76	837	6.81	1143	0.65	61.71	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J10_Chi_To.png	False	261	Chi-To	Japan	75.65	5.15	48.3	1070	893	11.03	180	0.71	181	22.57	1889	6	23	48.13	-0.17	1109	967
0.73	0.24	455	26230	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R217_Object_Kust.png	TD	1340	312	907	3.46	999	0.79	64.25	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R217_Object_Kust.png	True	340	Kust	USSR	79.01	2.74	49.91	1378	1243	5.39	792	0.3	167	35.78	65793	8	34	50.11	0.2	1265	1251
0.95	0.52	245	26100	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R174_BT-5.png	LT	388	7	376	14.57	1196	0.79	62.18	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R174_BT-5.png	False	187	BT-5	USSR	61.45	8.96	48.83	1087	357	23.44	33	1.36	64	20.2	23041	3	15	50.38	1.55	1295	1326
1.14	0.34	255	26067	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz11_V_8_H.png	MT	431	42	508	8.08	1009	0.69	63.95	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/czech-Cz11_V_8_H.png	False	224	ST vz. 39	Czech	74.67	6.03	47.42	925	545	12.63	76	0.89	109	21.87	881	4	17	49.01	1.59	1469	1329
0.79	0.3	451	25519	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F113_Bretagne_Panther.png	MT	777	196	842	7.69	1240	0.79	64.53	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F113_Bretagne_Panther.png	True	259	Bret. Panther	France	77.03	5.92	49.24	1233	1027	11.92	229	1.01	229	23.42	60737	6	28	50.99	1.75	1320	1299
0.65	0.19	467	25364	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F73_M4A1_Revalorise.png	MT	1093	67	1194	4.39	1217	0.66	65.15	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F73_M4A1_Revalorise.png	True	303	M4A1 Rev.	France	69.97	3.07	50.07	1285	1291	6.73	462	0.58	277	27.51	63041	8	39	48.28	-1.79	1228	1021
0.74	0.27	309	25294	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F124_AMX_13FL11.png	LT	310	11	453	3.74	1199	0.41	64.87	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F124_AMX_13FL11.png	True	217	AMX 13 FL 11	France	77.73	2.91	48.38	1020	451	5.77	76	1.94	299	17.12	58945	5	14	47.3	-1.08	869	832
0.72	0.19	421	25183	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB63_TOG_II.png	HT	755	183	1443	6.95	755	0.66	64.87	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB63_TOG_II.png	True	278	TOG II*	UK	75.95	5.28	48.71	1080	1567	10.72	128	0.39	147	26.46	53841	6	26	48.77	0.06	1131	990
0.93	0.21	516	25112	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A126_PzVI_Tiger_II_capt.png	HT	1097	706	1232	6.63	1058	0.72	73.08	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A126_PzVI_Tiger_II_capt.png	True	270	King Tiger (C)	USA	73.02	4.84	50.59	1444	1930	9.07	149	0.94	249	25.09	61473	7	36	51.4	0.81	1412	1394
1.01	0.13	318	25053	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/japan-J45_Mitsu_108.png	HT	596	177	836	3.91	971	0.64	65.72	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J45_Mitsu_108.png	False	232	Mitsu 108	Japan	72.75	2.85	48.45	1030	967	5.96	79	0.93	128	18.72	8033	5	23	48.88	0.43	999	1040
0.87	0.29	281	25014	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB107_Cavalier.png	MT	440	65	635	8.38	1159	0.61	61.99	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB107_Cavalier.png	False	235	Cavalier	UK	71.46	5.99	47.98	964	682	13.52	100	0.94	160	18.97	16209	5	14	48.52	0.54	936	1028
0.78	0.31	443	24977	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G78_Panther_M10.png	MT	798	224	1170	8.37	1282	0.68	66.26	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G78_Panther_M10.png	True	269	Panther/M10	Germany	71.07	5.95	49.7	1201	1396	12.63	222	0.95	271	22.72	57617	7	26	48.96	-0.74	1136	1076
0.58	0.14	595	24565	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz32_Vz_58_Koncept.png	HT	1930	483	1687	6.39	1253	0.89	78.45	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/czech-Cz32_Vz_58_Koncept.png	True	274	Medvěd	Czech	74.01	4.73	51.29	1602	2196	8.14	236	1.08	289	24.35	53105	9	61	52.69	1.4	1625	1659
0.66	0.15	506	24075	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A117_T26E5.png	HT	1007	677	1432	7.05	1164	0.52	72.78	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A117_T26E5.png	True	264	T26E5	USA	62.09	4.38	49.52	1230	2155	9.68	147	1.06	289	20.62	58913	8	40	47.49	-2.03	1079	1007
0.62	0.11	437	23852	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB87_Chieftain_T95_turret.png	MT	782	395	1291	5.14	1228	0.46	66.42	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB87_Chieftain_T95_turret.png	True	261	Chieftain/T95	UK	65.86	3.39	48.83	1093	1735	7.75	218	0.89	314	19.3	15441	8	34	46.44	-2.39	854	759
0.77	0.11	451	22550	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/sweden-S23_Strv_81.png	MT	810	472	1313	5.38	1253	0.47	65.44	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/sweden-S23_Strv_81.png	True	271	Strv 81	Sweden	67.8	3.64	48.15	1028	1823	8.21	216	0.89	335	21.43	52353	8	30	47.69	-0.46	909	750
1.03	0.39	278	22479	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F33_S_35CA.png	TD	552	67	392	4.09	883	0.74	54.89	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F33_S_35CA.png	False	299	S35 CA	France	79.67	3.26	48.67	1009	463	7.46	249	0.33	90	31.37	10049	5	23	49.29	0.62	1081	1054
0.59	0.15	514	22395	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F115_Lorraine_50t.png	HT	1443	612	1688	5.72	1252	0.58	75.28	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F115_Lorraine_50t.png	True	275	Lorraine 50 t	France	66.53	3.81	49.56	1311	2310	7.6	231	1.13	298	22.17	43073	9	47	48.67	-0.89	1295	1191
0.99	0.28	255	22316	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/sweden-S04_Lago_I.png	MT	431	64	517	6.44	1045	0.67	62.95	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/sweden-S04_Lago_I.png	False	219	Lago	Sweden	75.55	4.86	47.92	944	575	10.23	68	0.95	104	19.94	897	4	20	48.57	0.65	1370	1292
0.8	0.34	284	22178	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G104_Stug_IV.png	TD	416	53	393	5.68	872	0.55	57.29	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G104_Stug_IV.png	True	271	StuG IV	Germany	69.84	3.97	48.68	1061	455	9.92	197	0.33	84	23.99	60689	5	23	47.43	-1.25	854	727
1.32	0.22	406	21594	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB51_Excelsior.png	HT	541	404	812	7.79	1017	0.69	66.84	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB51_Excelsior.png	True	242	Excelsior	UK	65.33	5.09	47.81	973	1175	11.65	55	1.07	174	21.92	54353	5	24	49.17	1.36	962	1013
1.01	0.63	259	21469	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G39_Marder_III.png	TD	513	7	322	6.33	955	0.88	57.08	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G39_Marder_III.png	False	293	Marder 38T	Germany	79.15	5.01	48.89	1014	330	11.1	246	0.44	78	33.45	11281	4	25	50.73	1.84	1307	1576
0.81	0.12	584	21255	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R115_IS-3_auto_S.png	HT	1444	637	1470	6.11	1143	0.87	77.06	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R115_IS-3_auto_S.png	True	277	Peregrine	USSR	66.42	4.06	50.29	1446	2163	7.93	165	0.84	240	24.89	56065	8	50	51.15	0.86	1445	1523
1	0.14	517	20657	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R156_IS_2M.png	HT	1157	406	1212	4.66	1152	0.87	70.4	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R156_IS_2M.png	True	276	IS-2M	USSR	70.77	3.3	50.01	1365	1629	6.61	137	0.9	218	26.89	46593	7	35	52.41	2.4	1404	1480
0.64	0.1	481	20290	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F74_AMX_M4_1949.png	HT	985	797	1418	5.5	1061	0.48	73.02	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F74_AMX_M4_1949.png	True	266	AMX M4 49	France	62.89	3.46	48.82	1098	2264	7.53	135	0.81	250	20.48	62785	8	39	46.23	-2.59	995	891
