base_capture_points	base_defense_points	base_xp	battles	big_image	class	damage	damage_blocked	damage_received	direct_hits	distance_traveled	frags	hit_rate	image	isPrem	life_time	name	nation	pen_rate	penetrations	player_winrate	player_wn8	potential_damage_received	shots_fired	sniper_damage	spots	spotting_assist	survival	tank_id	tier	tracking_assist	winrate	winrate_differential	wn8	wnx
0.7	0.17	700	51149	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G92_VK7201.png	HT	3312	1996	2391	6.85	1244	1.08	81.15	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G92_VK7201.png	True	313	VK 72.01 K	Germany	69.31	4.75	56	2345	4351	8.44	300	0.96	450	36.61	58641	10	48	57.97	1.97	2443	2404
0.85	0.12	500	49929	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/china-Ch11_110.png	HT	1159	571	1603	5.72	1169	0.61	74.7	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch11_110.png	False	272	110	China	63.43	3.63	48.39	1170	2201	7.65	141	1.01	257	22.78	2865	8	42	48.45	0.06	1254	1242
0.54	0.25	526	49703	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R122_T44_100.png	MT	1189	278	1213	6.74	1601	0.77	68.95	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R122_T44_100.png	True	276	T-44-100	USSR	73.34	4.94	50.8	1478	1529	9.77	317	1.27	441	24.12	61953	8	50	51.89	1.09	1486	1373
0.4	0.33	627	49145	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R95_Object_907.png	MT	2265	799	1853	10.28	1688	1.03	74.95	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R95_Object_907.png	True	287	Obj. 907	USSR	71.7	7.37	53.6	1937	2620	13.71	534	1.44	654	28.09	15617	10	92	54.59	0.99	1815	1882
0.74	0.39	248	48361	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R03_BT-7.png	LT	368	13	507	10.29	1360	0.61	67.11	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R03_BT-7.png	False	191	BT-7	USSR	77.86	8.01	50.42	1089	494	15.33	62	2.22	183	16.37	769	4	9	49.86	-0.56	1664	1208
0.88	0.11	507	48346	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R54_KV-5.png	HT	1008	1152	1779	5.87	1092	0.57	73.3	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R54_KV-5.png	True	250	KV-5	USSR	56.83	3.34	49.82	1262	2995	8.01	97	0.97	273	19.09	53249	8	47	49.13	-0.69	1023	968
0.61	0.1	509	48132	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB93_Caernarvon_AX.png	HT	1027	711	1459	7.4	1074	0.52	72	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB93_Caernarvon_AX.png	True	251	Caernarvon AX	UK	62.56	4.63	49.46	1243	2214	10.28	156	1.02	256	18.09	56657	8	41	48	-1.46	1099	985
0.76	0.12	484	47333	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A141_M_IV_Y.png	HT	1115	637	1442	5.25	1204	0.59	71.32	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A141_M_IV_Y.png	True	270	M-IV-Y	USA	63.42	3.33	48.49	1168	2136	7.36	156	0.93	245	22.12	43553	8	41	48.76	0.27	1089	1087
0.58	0.24	411	47082	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A112_T71E2R.png	LT	551	7	888	4.95	1508	0.52	68.11	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A112_T71E2R.png	False	216	T71 CMCD	USA	77.5	3.83	49.02	1098	881	7.26	139	2.48	531	15.04	19745	7	17	47.79	-1.23	1112	1023
0.71	0.15	479	46976	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R112_T54_45.png	MT	902	460	1172	5.43	1365	0.56	66.54	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R112_T54_45.png	True	267	T-54 mod. 1	USSR	69.13	3.76	47.56	1150	1689	8.17	208	1.03	394	21.74	59905	8	40	48.11	0.55	1045	930
0.62	0.15	387	46798	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G71_JagdPantherII.png	TD	909	215	985	3.25	993	0.56	59.94	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G71_JagdPantherII.png	False	292	JPanther II	Germany	68.31	2.22	48.49	996	1263	5.43	461	0.34	150	24.6	11537	8	30	46.48	-2.01	751	694
1.27	0.21	577	46736	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R33_Churchill_LL.png	HT	647	327	861	11.94	953	0.77	69.07	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R33_Churchill_LL.png	True	246	Churchill III	USSR	73.9	8.82	48.65	1087	1147	17.29	66	0.88	160	22.38	51713	5	19	50.24	1.59	1280	1260
0.97	0.25	296	46542	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/japan-J08_Chi_Nu.png	MT	484	24	636	5.84	1126	0.6	62.66	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J08_Chi_Nu.png	False	236	Chi-Nu	Japan	75.04	4.39	47.55	1037	631	9.33	106	0.89	152	19.68	1377	5	22	49.24	1.69	1252	1090
0.43	0.35	583	46423	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/china-Ch44_114_SP2.png	TD	2896	168	1523	6.28	1293	1.22	70.31	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch44_114_SP2.png	True	350	114 SP2	China	77.25	4.85	55.65	2332	1649	8.94	1460	0.38	273	41.85	60977	10	73	55.65	0	2155	2322
0.94	0.3	247	46410	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/poland-Pl07_14TP.png	LT	350	27	511	9.39	1110	0.55	56	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/poland-Pl07_14TP.png	False	209	14TP	Poland	66.1	6.21	47.89	916	528	16.77	32	1.19	127	18.12	1937	4	15	48.02	0.13	1359	972
0.72	0.24	382	46076	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/czech-Cz01_Skoda_T40.png	MT	668	62	714	4.41	1162	0.64	60.19	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/czech-Cz01_Skoda_T40.png	True	238	Škoda T 40	Czech	74.09	3.26	49.02	1153	780	7.32	196	0.91	184	18.89	51569	6	27	47.73	-1.29	1144	976
0.81	0.07	472	45809	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/china-Ch03_WZ_111_A.png	HT	940	777	1513	4.63	1158	0.5	72.74	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch03_WZ_111_A.png	True	259	Alpine Tiger	China	55.71	2.58	47.64	977	2329	6.36	104	1.13	265	19.33	65073	8	36	46.44	-1.2	912	881
0.8	0.39	199	45428	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB42_Valentine_AT.png	TD	365	44	337	6.79	702	0.61	52.71	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB42_Valentine_AT.png	False	256	Valentine AT	UK	74.9	5.09	47.26	843	385	12.89	155	0.27	52	26.45	8017	4	15	47.67	0.41	912	865
0.8	0.13	380	45072	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R106_KV85.png	HT	746	208	915	4.12	1005	0.64	66.1	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R106_KV85.png	False	251	KV-85	USSR	74.33	3.06	48.11	980	1121	6.24	124	0.7	150	20.85	2817	6	25	48.13	0.02	1122	1102
0.74	0.41	451	44980	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F85_M4A1_FL10.png	MT	846	36	705	8.18	1301	0.86	68.64	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F85_M4A1_FL10.png	True	272	M4A1 FL 10	France	79.86	6.53	49.81	1305	740	11.92	285	0.85	201	25.75	60993	6	27	50.22	0.41	1373	1344
0.78	0.28	338	44515	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/japan-J38_Type_95_Ji_Ro.png	TD	740	21	522	4.05	899	0.74	58.38	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J38_Type_95_Ji_Ro.png	False	296	Ji-Ro	Japan	77.74	3.15	49.02	1073	556	6.94	387	0.25	85	28.98	7265	6	25	48.45	-0.57	1169	1019
0.65	0.15	519	44353	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R180_Object_274_A.png	MT	1144	542	1069	5.15	1290	0.69	66.94	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R180_Object_274_A.png	True	273	Obj. 274a	USSR	73.98	3.81	48.09	1341	1661	7.7	270	1	360	23.59	32257	8	39	50.16	2.07	1327	1181
1.25	0.54	236	44057	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G102_Pz_III.png	LT	384	79	394	7.61	1101	0.8	59.28	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G102_Pz_III.png	False	202	Pz. III E	Germany	72	5.48	47.48	998	461	12.84	45	1.27	70	22.55	4881	3	17	50.27	2.79	1297	1713
1	0.33	245	43211	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G09_Hetzer.png	TD	475	145	351	3.38	896	0.91	57.52	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G09_Hetzer.png	False	257	Hetzer	Germany	65.17	2.2	48.89	1056	500	5.88	107	0.44	60	27.59	1809	4	23	50.41	1.52	1247	1481
0.86	0.28	339	42901	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F34_ARL_V39.png	TD	705	61	587	4.01	981	0.69	58.72	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F34_ARL_V39.png	False	284	ARL V39	France	80.53	3.23	48.59	1056	663	6.84	352	0.37	117	26.47	11585	6	26	48.35	-0.24	1192	1071
1.24	0.18	349	42790	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F05_BDR_G1B.png	HT	663	204	825	5.27	970	0.76	68.27	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F05_BDR_G1B.png	False	258	BDR G1 B	France	72.43	3.81	48.04	1012	997	7.71	88	0.75	136	24.72	6721	5	26	50.24	2.2	1272	1290
0.98	0.12	547	42610	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB145_Crusher_ASE_4.png	HT	1339	1128	1336	6.48	1052	0.72	74.48	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB145_Crusher_ASE_4.png	True	283	Nergal	UK	63.23	4.1	50.47	1423	2524	8.7	165	0.66	252	26.75	64081	8	49	51.93	1.46	1343	1359
0.61	0.11	526	42440	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G143_E75_TS.png	HT	1296	774	1453	5.7	1199	0.64	73.36	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G143_E75_TS.png	True	261	E 75 TS	Germany	66.74	3.81	48.24	1405	2269	7.78	183	1.26	282	20.81	46865	8	42	49.65	1.41	1393	1311
0.7	0.27	527	41889	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A171_IMT.png	MT	1348	187	1168	5.4	1477	0.83	69.74	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A171_IMT.png	True	295	IMT	USA	74.73	4.03	50.34	1451	1387	7.74	425	1.01	391	28.14	66337	8	46	51.81	1.47	1443	1460
1.75	0.87	474	41639	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G34_S35_captured.png	MT	574	157	411	14.5	971	1.17	70.4	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G34_S35_captured.png	True	241	Pz. S35	Germany	77.84	11.29	51.51	1301	566	20.6	68	0.88	67	31.89	51985	3	12	52.22	0.71	1715	2016
0.68	0.37	317	41622	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB124_AEC_Armoured_Car.png	MT	532	6	589	9.03	1385	0.73	64.77	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB124_AEC_Armoured_Car.png	False	230	AEC	UK	76.23	6.88	49.09	1117	563	13.94	142	1.34	198	19.49	20049	5	16	50.29	1.2	1151	1330
0.89	0.36	361	41361	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/china-Ch34_WZ131G_FT.png	TD	764	15	508	4.45	1116	0.78	59.37	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch34_WZ131G_FT.png	False	294	WZ-131G FT	China	79.59	3.54	49.24	1095	531	7.49	385	0.43	133	27.9	7473	6	27	49.26	0.02	1249	1181
0.32	0.35	211	41175	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F22_AMX_105AM.png	SPG	381	1	185	2.71	451	0.52	25.08	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F22_AMX_105AM.png	False	339	AMX 13 AM	France	6.25	0.17	47.24	851	188	10.79	339	0.04	14	38.11	4161	5	52	47.47	0.23	636	535
0.89	0.11	531	40753	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB112_Caliban.png	HT	1287	394	1354	3.19	1160	0.78	70.18	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB112_Caliban.png	True	295	Caliban	UK	64.61	2.06	50	1388	1774	4.55	111	0.73	235	27.14	51537	8	35	50.31	0.31	1441	1322
0.62	0.15	570	40530	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R196_Object_452K.png	HT	2158	921	2296	6.63	1311	0.77	79.02	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R196_Object_452K.png	True	299	Obj. 452K	USSR	62.37	4.14	51.24	1612	3162	8.39	272	0.91	381	27.92	55809	10	60	49.75	-1.49	1554	1512
0.52	0.26	519	40449	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F71_AMX_30_prototype.png	MT	1453	223	1451	5.69	1626	0.79	67.33	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F71_AMX_30_prototype.png	False	291	AMX 30	France	71.69	4.08	50.15	1366	1654	8.45	477	1.17	456	25.71	15681	9	54	50.42	0.27	1356	1301
0.5	0.19	479	40446	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/china-Ch28_WZ_132A.png	LT	881	54	1339	4.04	1586	0.53	70.6	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch28_WZ_132A.png	False	239	WZ-132A	China	76.55	3.09	50.79	1425	1359	5.72	232	2.52	922	17.9	5681	9	38	49	-1.79	1187	1213
0.83	0.34	334	40270	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A34_M24_Chaffee.png	LT	487	30	554	5.57	1471	0.7	66.59	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A34_M24_Chaffee.png	False	221	Chaffee	USA	79.58	4.43	48.99	1111	562	8.37	108	2.2	300	19.26	9761	5	20	50.34	1.35	1829	1193
0.96	0.34	261	40196	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/japan-J09_Chi_He.png	MT	450	44	520	7.58	1026	0.71	62.92	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J09_Chi_He.png	False	218	Chi-He	Japan	75.91	5.75	48.15	987	559	12.04	74	0.97	108	20.23	1633	4	20	49.38	1.23	1446	1394
0.6	0.22	536	40007	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/sweden-S26_Lansen_C.png	MT	1216	153	1180	5.45	1544	0.78	65.72	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/sweden-S26_Lansen_C.png	True	290	Lansen C	Sweden	74.82	4.08	50.15	1389	1354	8.29	370	1.09	418	26.55	53121	8	45	51.18	1.03	1423	1333
0.94	0.38	206	39796	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R24_SU-76.png	TD	384	8	351	4.98	875	0.62	55.59	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R24_SU-76.png	False	247	SU-76M	USSR	79.98	3.98	47.61	894	362	8.96	166	0.36	56	23.59	6401	4	19	47.75	0.14	964	963
0.94	0.11	448	39264	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R61_Object252.png	HT	935	812	1468	4.59	1079	0.52	71.75	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R61_Object252.png	True	265	IS-6	USSR	56.38	2.59	45.69	993	2336	6.39	97	0.81	247	20.86	9217	8	37	46.63	0.94	841	759
0.83	0.28	422	38747	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/japan-J11_Chi_Ri.png	MT	764	69	1202	8.45	1213	0.63	65.19	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/japan-J11_Chi_Ri.png	False	271	Chi-Ri	Japan	71.32	6.03	48.88	1128	1259	12.97	200	0.73	224	23.31	1121	7	25	48.4	-0.48	1087	977
0.84	0.18	315	38407	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/poland-Pl12_25TP_KSUST_II.png	MT	503	70	608	9.61	1156	0.62	56.82	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/poland-Pl12_25TP_KSUST_II.png	False	225	25TP	Poland	72.79	7	48.33	963	661	16.92	68	1.02	149	17.89	2193	5	20	49.34	1.01	1202	1146
0.42	0.25	686	38379	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB98_T95_FV4201_Chieftain.png	HT	2868	1324	2105	9.87	1489	1.04	80.73	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB98_T95_FV4201_Chieftain.png	True	306	T95/FV4201	UK	69.32	6.84	56.08	2117	3347	12.23	393	1.44	531	33.13	57937	10	101	56.1	0.02	2094	2215
0.85	0.22	519	38356	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G44_JagdTigerH.png	TD	1375	605	1381	4.41	995	0.77	69	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G44_JagdTigerH.png	True	310	Jagdtiger Pr	Germany	70.39	3.1	49.72	1319	2032	6.39	436	0.49	196	30.48	49425	8	34	49.63	-0.09	1282	1328
0.6	0.28	551	38282	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/usa-A140_ASTRON_REX_105mm.png	MT	1421	375	1138	6.21	1472	0.97	73.63	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/usa-A140_ASTRON_REX_105mm.png	True	287	ASTRON Rex	USA	77.53	4.82	50.67	1479	1567	8.44	375	1.12	409	27.05	35105	8	49	50.89	0.22	1525	1578
1.12	0.35	410	37930	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/china-Ch35_T-34-2G_FT.png	TD	897	103	708	4.15	1078	0.8	59.49	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch35_T-34-2G_FT.png	False	320	T-34-2G FT	China	73.47	3.05	49	1107	825	6.98	393	0.41	171	32.33	7729	7	32	49.87	0.87	1154	1185
0.6	0.31	291	37806	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R12_A-20.png	LT	395	17	580	8.09	1438	0.58	67.09	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R12_A-20.png	False	198	A-20	USSR	76.04	6.15	48.87	1121	563	12.05	79	2.48	307	14.23	2049	5	10	48.97	0.1	1453	1001
0.93	0.17	530	37543	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R205_Tank_Rozanova_Obsidian.png	MT	1076	721	1175	8.25	1175	0.66	69.73	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R205_Tank_Rozanova_Obsidian.png	True	274	Obsidian	USSR	67.34	5.55	50.03	1377	1951	11.83	222	0.86	342	23.75	37377	8	37	50.44	0.41	1244	1117
0.59	0.17	483	37315	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/italy-It35_Felice.png	MT	1382	580	1428	4.48	1249	0.65	69.78	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/italy-It35_Felice.png	True	288	Felice	Italy	69.35	3.1	50.11	1399	2032	6.42	343	0.78	325	24.57	6049	9	43	47.66	-2.45	1235	1066
0.53	0.26	482	37243	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/france-F123_ERAC_105_Proto.png	LT	920	6	1185	3.98	1601	0.53	71.52	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/france-F123_ERAC_105_Proto.png	True	251	ERAC 105 Pr	France	75.84	3.01	51.82	1680	1115	5.56	281	2.57	983	20.2	32833	9	37	49.29	-2.53	1285	1460
0.68	0.13	532	37242	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/sweden-S25_EMIL_51.png	HT	1353	479	1306	6.03	1231	0.78	75.22	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/sweden-S25_EMIL_51.png	True	276	EMIL 1951	Sweden	67.89	4.09	50.17	1393	1820	8.01	205	1	256	24.67	52865	8	47	50.42	0.25	1420	1405
0.92	0.12	563	37080	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/poland-Pl26_Czolg_P_Wz_46.png	HT	1768	1074	1773	4.59	1120	0.75	75.68	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/poland-Pl26_Czolg_P_Wz_46.png	True	299	Pancernik	Poland	64.38	2.96	50.82	1512	2858	6.07	200	0.75	298	28.74	6289	9	38	51.02	0.2	1477	1448
0.87	0.44	418	36779	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/germany-G109_Steyr_WT.png	TD	944	1	606	5.52	1047	0.77	62.04	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/germany-G109_Steyr_WT.png	True	328	Steyr WT	Germany	77.1	4.26	50.09	1271	592	8.9	527	0.37	177	34.26	61713	7	37	50.18	0.09	1247	1228
1.05	0.2	295	36575	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/sweden-S02_Strv_M42.png	MT	491	55	585	4.91	1136	0.59	62.18	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/sweden-S02_Strv_M42.png	False	239	Strv m/42	Sweden	74.77	3.67	47.96	962	621	7.89	108	0.87	150	20.41	1153	5	24	49.3	1.34	1230	1068
0.84	0.11	527	36450	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R219_Object_265T.png	HT	1490	713	1713	6.27	1159	0.73	76.4	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R219_Object_265T.png	True	281	Obj. 265T	USSR	65.54	4.11	49.53	1322	2454	8.21	204	0.85	278	24.09	66305	9	51	49.92	0.39	1275	1249
1.13	0.32	263	36381	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/italy-It07_P26_40.png	MT	449	95	509	5.83	964	0.72	60.32	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/italy-It07_P26_40.png	False	230	P26/40	Italy	73.38	4.28	48.02	952	608	9.66	66	0.78	98	22.82	1185	4	22	49.37	1.35	1188	1289
0.95	0.36	396	36336	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/ussr-R57_A43.png	MT	669	134	813	9.54	1392	0.76	64.39	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/ussr-R57_A43.png	False	249	A-43	USSR	75.53	7.2	48.38	1051	933	14.81	167	1.17	248	21.9	12289	6	17	50.16	1.78	1271	1191
0.8	0.34	289	36309	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB59_Cruiser_Mk_IV.png	LT	461	13	482	10.78	1191	0.74	56.7	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB59_Cruiser_Mk_IV.png	False	206	Cruiser IV	UK	73.4	7.91	49.24	1150	480	19.01	40	1.46	147	18.95	7505	4	15	49.77	0.53	1553	1418
0.71	0.2	475	36279	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/uk-GB70_N_FV4202_105.png	MT	895	436	1268	5.64	1327	0.53	66.67	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/uk-GB70_N_FV4202_105.png	True	268	FV4202	UK	71.51	4.04	48.91	1101	1738	8.46	238	1.06	387	21.24	55633	8	34	48.04	-0.87	1055	915
0.95	0.23	292	35824	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/poland-Pl17_DS_PZlnz.png	MT	482	62	586	4.99	1131	0.57	62.6	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/poland-Pl17_DS_PZlnz.png	False	233	DS PZInż	Poland	78.15	3.9	48.15	981	633	7.98	103	0.92	149	19.11	3729	5	23	49.06	0.91	953	1001
0.69	0.35	410	35343	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/china-Ch15_59_16.png	LT	537	35	718	6.21	1580	0.68	66.58	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/china-Ch15_59_16.png	False	237	59-16	China	79.44	4.93	49.85	1261	722	9.33	115	2.35	469	20.63	4913	6	16	51.52	1.67	1598	1361
0.38	0.3	561	35340	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/italy-It13_Progetto_M35_mod_46_LE.png	MT	1501	62	1263	8.25	1550	1	74.23	http://api.worldoftanks.eu/static/2.76.4/wot/encyclopedia/vehicle/contour/italy-It13_Progetto_M35_mod_46_LE.png	True	280	Mars	Italy	79.95	6.6	51.88	1685	1361	11.11	515	1.17	384	24.59	52129	8	61	50.49	-1.39	1653	1725
